ФИО,Учитель,Школа,Класс,Параллель,Сектор,Статус,Задание,Топик,Сложность,Балл,Макс,Уровень_ученика
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,0,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,8,Таблица умножения,2,2,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,9,Деление,2,1,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,12,Составная задача (2 действия),3,3,3,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,13,Геометрические фигуры,1,2,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,14,Периметр,3,1,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Эльвин Исмаилов,Учитель 02,Лицей №3,2Б,2,AZ,не в проекте,16,Логическая задача,3,2,2,удовлетворительный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,1,1,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,0,1,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,0,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,1,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,1,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,0,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,1,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,1,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,0,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,2,3,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,2,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,2,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,0,2,недостаточный
Тогрул Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,2,2,недостаточный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,1,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,2,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,0,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,2,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,0,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Турал Бабаев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,1,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,2,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,1,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,1,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,0,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,2,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,2,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,1,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,2,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,3,3,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,0,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Хаяла Керимов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,2,2,удовлетворительный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,0,1,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,0,1,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,1,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,0,3,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,2,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,0,2,недостаточный
Ламия Мамедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,1,2,недостаточный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,0,1,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,0,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,2,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,0,3,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Эмиль Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,2,2,удовлетворительный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,0,1,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,0,1,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,0,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,0,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,1,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,0,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,1,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,2,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,0,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,1,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,2,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,2,3,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,0,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,0,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,0,2,недостаточный
Эмиль Ахмедов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,1,2,недостаточный
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,1,1,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,2,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,1,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,2,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,2,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,1,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,2,3,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,1,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,1,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,2,2,базовый
Фарид Исмаилов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,2,2,базовый
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,0,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,2,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,0,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,1,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,1,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,1,3,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,2,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,1,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,2,2,удовлетворительный
Айсель Алиев,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,1,2,удовлетворительный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,0,1,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,0,1,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,2,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,0,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,1,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,2,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,0,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,0,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,0,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,0,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,1,3,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,1,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,1,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,недостаточный
Эмиль Гусейнов,Учитель 03,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,0,2,недостаточный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,0,1,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,2,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,2,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,1,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,2,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,2,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,1,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,0,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,1,3,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,2,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Ниджат Гасанов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,0,2,удовлетворительный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,0,1,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,0,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,1,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,0,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,1,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,0,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,2,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,0,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,1,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,1,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,0,3,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,0,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,0,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,недостаточный
Рашад Мамедов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,2,2,недостаточный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,2,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,0,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,2,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,0,3,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Зейнаб Рагимов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,0,2,удовлетворительный
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,1,1,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,1,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,1,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,5,Разрядный состав числа,2,1,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,6,Сложение с переходом через десяток,2,2,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,8,Таблица умножения,2,1,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,9,Деление,2,1,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,10,Порядок действий,2,2,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,11,Текстовая задача,2,1,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,12,Составная задача (2 действия),3,1,3,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,13,Геометрические фигуры,1,2,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,14,Периметр,3,2,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,15,Единицы измерения,2,1,2,базовый
Фарид Сулейманов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,16,Логическая задача,3,2,2,базовый
Айсель Гусейнов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Айсель Гусейнов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Айсель Гусейнов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,3,Сложение в пределах 100,2,2,2,удовлетворительный
Айсель Гусейнов,Учитель 04,Школа №34,2А,2,AZ,не в проекте,4,Вычитание в пределах 100,2,1,2,удовлетворительный
